Folder,Model Class,Target,Config Type,Augmentation Ratio,RMSE,R2,Baseline RMSE
20260203_200940_HierarchicalTimeseriesGemini21,HierarchicalTimeseriesGemini21,Jump & Reach,Single Target,3,0.9428739547729492,0.22418183088302612,1.0704801082611084
20260203_210437_HierarchicalTimeseriesLSTM,HierarchicalTimeseriesLSTM,Jump & Reach,Single Target,3,0.9832099676132202,0.156383216381073,1.0704801082611084
20260203_220938_ElasticNetModel,ElasticNetModel,Jump & Reach,Single Target,3,0.9142207503318787,0.27061837911605835,1.0704801082611084
20260203_224902_LinearRegressionModel,LinearRegressionModel,Jump & Reach,Single Target,3,0.9423632621765137,0.22502201795578003,1.0704801082611084
20260203_233039_RandomForestLikeMLP,RandomForestLikeMLP,Jump & Reach,Single Target,3,1.0978997945785522,-0.05190873146057129,1.0704801082611084
20260204_001505_SimpleMLPRegressor,SimpleMLPRegressor,Jump & Reach,Single Target,3,0.9285456538200378,0.24758189916610718,1.0704801082611084
20260204_005924_HierarchicalTimeseriesGemini21,HierarchicalTimeseriesGemini21,Tandem Walk,Single Target,3,1.0535192489624023,0.03301471471786499,1.07139253616333
20260204_015337_HierarchicalTimeseriesLSTM,HierarchicalTimeseriesLSTM,Tandem Walk,Single Target,3,1.0912266969680786,-0.037444353103637695,1.07139253616333
20260204_025942_ElasticNetModel,ElasticNetModel,Tandem Walk,Single Target,3,1.1198456287384033,-0.0925748348236084,1.07139253616333
20260204_034052_LinearRegressionModel,LinearRegressionModel,Tandem Walk,Single Target,3,1.1664847135543823,-0.1854766607284546,1.07139253616333
20260204_042219_RandomForestLikeMLP,RandomForestLikeMLP,Tandem Walk,Single Target,3,1.0717209577560425,-0.0006872415542602539,1.07139253616333
20260204_050723_SimpleMLPRegressor,SimpleMLPRegressor,Tandem Walk,Single Target,3,1.0906153917312622,-0.03628253936767578,1.07139253616333
20260204_055401_HierarchicalTimeseriesGemini21,HierarchicalTimeseriesGemini21,Figure 8 Walk,Single Target,3,0.950916051864624,0.3065706491470337,1.142785668373108
20260204_065014_HierarchicalTimeseriesLSTM,HierarchicalTimeseriesLSTM,Figure 8 Walk,Single Target,3,0.8930351138114929,0.3884176015853882,1.142785668373108
20260204_075646_ElasticNetModel,ElasticNetModel,Figure 8 Walk,Single Target,3,0.9212300181388855,0.349190354347229,1.142785668373108
20260204_083921_LinearRegressionModel,LinearRegressionModel,Figure 8 Walk,Single Target,3,0.8141812086105347,0.49165332317352295,1.142785668373108
20260204_092150_RandomForestLikeMLP,RandomForestLikeMLP,Figure 8 Walk,Single Target,3,0.8360808491706848,0.46393877267837524,1.142785668373108
20260204_100636_SimpleMLPRegressor,SimpleMLPRegressor,Figure 8 Walk,Single Target,3,0.8200780153274536,0.4842630624771118,1.142785668373108
20260204_105145_HierarchicalTimeseriesGemini21,HierarchicalTimeseriesGemini21,Jumping Sideways,Single Target,3,0.8771755695343018,0.29802262783050537,1.0470770597457886
20260204_114844_HierarchicalTimeseriesLSTM,HierarchicalTimeseriesLSTM,Jumping Sideways,Single Target,3,0.8526711463928223,0.33669513463974,1.0470770597457886
20260204_125726_ElasticNetModel,ElasticNetModel,Jumping Sideways,Single Target,3,0.8264428377151489,0.37687426805496216,1.0470770597457886
20260204_134027_LinearRegressionModel,LinearRegressionModel,Jumping Sideways,Single Target,3,0.8472469449043274,0.34510737657546997,1.0470770597457886
20260204_142426_RandomForestLikeMLP,RandomForestLikeMLP,Jumping Sideways,Single Target,3,0.7916286587715149,0.428267240524292,1.0470770597457886
20260204_151113_SimpleMLPRegressor,SimpleMLPRegressor,Jumping Sideways,Single Target,3,0.7935184240341187,0.42553436756134033,1.0470770597457886
20260204_160202_HierarchicalTimeseriesGemini21,HierarchicalTimeseriesGemini21,Throwing Beanbag at Target,Single Target,3,1.0853805541992188,0.0007869601249694824,1.0861011743545532
20260204_170121_HierarchicalTimeseriesLSTM,HierarchicalTimeseriesLSTM,Throwing Beanbag at Target,Single Target,3,1.0859121084213257,-0.0001920461654663086,1.0861011743545532
20260204_181145_ElasticNetModel,ElasticNetModel,Throwing Beanbag at Target,Single Target,3,1.0170814990997314,0.12258416414260864,1.0861011743545532
20260204_185725_LinearRegressionModel,LinearRegressionModel,Throwing Beanbag at Target,Single Target,3,1.0378069877624512,0.08646070957183838,1.0861011743545532
20260204_194310_RandomForestLikeMLP,RandomForestLikeMLP,Throwing Beanbag at Target,Single Target,3,1.038861870765686,0.08460283279418945,1.0861011743545532
20260204_203110_SimpleMLPRegressor,SimpleMLPRegressor,Throwing Beanbag at Target,Single Target,3,0.9805898666381836,0.1844157576560974,1.0861011743545532
